Quarter,Series,Seasonality adjustment,Region,Region Code,Industry,Industry Code,Value,Value Unit,Value Label
2018 Q1,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8320.2,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8370.6,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8382,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9699.5,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8623.2,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8684.1,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8853.2,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",10146.2,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9004.3,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",7528.2,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9168.4,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",10641.2,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9532.4,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",10266.3,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8835.8,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",11499,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",10606.3,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",10738,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",10837.6,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",12347.8,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",11084.7,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",11090.3,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",11194.7,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",12448.8,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",11131.4,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",10855.8,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",10788.2,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",12356.4,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Actual,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",11279.6,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",5709.5,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",5954.6,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",5961.1,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",5901.3,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6121.8,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6175.9,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6217.4,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6323.6,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6465.4,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6490.3,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6606.2,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6646.7,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6620.7,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6768.6,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",6965.5,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",7150.8,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",7117.2,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",7498.6,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",7597.2,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",7763,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",7975.1,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8079,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8134.4,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8282.4,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8311.5,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8391.3,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8432,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8535.7,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8677.5,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8680.6,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8850.5,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8859.2,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",8998.8,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9169.8,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9251.3,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9258.5,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",7801.3,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9489.3,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9709.7,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9798.5,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",10636.4,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Auckland,Auckland Region,"All retail trade, accommodation and food services","G,H",9141.4,nzd,NZD millions
